UF,Cidade,Lat,Lon,ID,,
PB,Nova Floresta,0,0,1,,
PB,Nova Olinda,0,0,1,,
PB,Nova Palmeira,-6.671221,-36.422023,1,,
PB,Olho d'Água,0,0,1,,
PB,Olivedos,-6.984343,-36.241033,1,,
PB,Ouro Velho,-7.616037,-37.151857,1,,
PB,Parari,-7.309751,-36.652248,1,,
PB,Passagem,0,0,1,,
PB,Patos,-7.017427,-37.274702,4,,
PB,Paulista,0,0,1,,
PB,Pedra Branca,0,0,1,,
PB,Pedra Lavrada,-6.749974,-36.475813,1,,
PB,Pedras de Fogo,-7.391069,-35.106464,1,,
PB,Pedro Régis,-6.633226,-35.296567,1,,
PB,Piancó,-7.192823,-37.92888,1,,
PB,Picuí,-6.508451,-36.349704,1,,
PB,Pilar,0,0,1,,
PB,Pilões,0,0,1,,
PB,Pilõezinhos,-6.842773,-35.531036,1,,
PB,Pirpirituba,-6.779222,-35.490558,1,,
PB,Pitimbu,-7.466398,-34.815133,1,,
PB,Pocinhos,-7.06658,-36.066779,1,,
PB,Poço Dantas,-6.398763,-38.490908,1,,
PB,Poço de José de Moura,-6.564011,-38.511054,1,,
PB,Pombal,-6.766059,-37.80027,1,,
PB,Prata,0,0,1,,
PB,Princesa Isabel,-7.731747,-37.988647,1,,
PB,Puxinanã,-7.154793,-35.954301,1,,
PB,Queimadas,0,0,1,,
PB,Quixabá,-7.022398,-37.145833,1,,
PB,Remígio,-6.815003,-35.921228,1,,
PB,Riachão,0,0,1,,
PB,Riachão do Bacamarte,-7.253472,-35.669257,1,,
PB,Riachão do Poço,-7.1470419,-35.257242,1,,
PB,Riacho de Santo Antônio,-7.680234,-36.157018,1,,
PB,Riacho dos Cavalos,-6.44067,-37.648339,1,,
PB,Rio Tinto,-6.803828,-35.077569,1,,
PB,Salgadinho,0,0,1,,
PB,Salgado de São Félix,-7.353375,-35.43048,1,,
PB,Santa Cecília,0,0,1,,
PB,Santa Cruz,0,0,1,,
PB,Santa Helena,0,0,1,,
PB,Santa Inês,0,0,1,,
PB,Santa Luzia,0,0,1,,
PB,Santa Rita,-7.1233,-34.9807,1,,
PB,Santa Teresinha,0,0,1,,
PB,Santana de Mangueira,-7.547048,-38.323633,1,,
PB,Santana dos Garrotes,-7.381615,-37.981885,1,,
PB,Santarém,0,0,1,,
PB,Santo André,0,0,1,,
PB,São Bentinho,-6.885961,-37.724345,1,,
PB,São Bento,0,0,1,,
PB,São Domingos,-13.3998769,-46.3217961,1,,
PB,São Domingos do Cariri,-7.620894,-36.429849,1,,
PB,São Francisco,0,0,1,,
PB,São João do Cariri,-7.381683,-36.534457,1,,
PB,São João do Rio do Peixe,-6.721951,-38.446829,1,,
PB,São João do Tigre,-8.077026,-36.85472,1,,
PB,São José da Lagoa Tapada,-6.936459,-38.162174,1,,
PB,São José de Caiana,-7.246359,-38.298928,1,,
PB,São José de Espinharas,-6.839736,-37.321433,1,,
PB,São José de Piranhas,-7.118704,-38.50198,1,,
PB,São José de Princesa,-7.736329,-38.089432,1,,
PB,São José do Bonfim,-7.160695,-37.303625,1,,
PB,São José do Brejo do Cruz,-6.210543,-37.360063,1,,
PB,São José do Sabugi,-6.762945,-36.797204,1,,
PB,São José dos Cordeiros,-7.387749,-36.808494,1,,
PB,São José dos Ramos,-7.252384,-35.372536,1,,
PB,São Mamede,-6.923862,-37.095436,1,,
PB,São Miguel de Taipu,-7.247643,-35.20163,1,,
PB,São Sebastião de Lagoa de Roça,-7.075406,-35.856445,1,,
PB,São Sebastião do Umbuzeiro,-8.152887,-37.013841,1,,
PB,Sapé,0,0,1,,
PB,Seridó,0,0,1,,
PB,Serra Branca,0,0,1,,
PB,Serra da Raiz,-6.685274,-35.437868,1,,
PB,Serra Grande,0,0,1,,
PB,Serra Redonda,-7.186216,-35.684195,1,,
PB,Serraria,-6.815693,-35.628233,1,,
PB,Sertãozinho,0,0,1,,
PB,Sobrado,0,0,1,,
PB,Solânea,-6.7540351,-35.6621943,1,,
PB,Soledade,0,0,1,,
PB,Sossêgo,-6.770584,-36.258163,1,,
PB,Sousa,-6.751484,-38.231059,4,,
PB,Sumé,-7.66206,-36.883972,1,,
PB,Tacima,-6.489807,-35.635681,1,,
PB,Taperoá,0,0,1,,
PB,Tavares,0,0,1,,
PB,Teixeira,-7.221036,-37.252477,1,,
PB,Tenório,-6.938546,-36.627336,1,,
PB,Triunfo,0,0,1,,
PB,Uiraúna,-6.515044,-38.412754,1,,
PB,Umbuzeiro,-7.678113,-35657,1,,
PB,Várzea,0,0,1,,
PB,Vieirópolis,-6.506845,-38.256666,1,,
PB,Vista Serrana,-6.730298,-37.570358,1,,
PB,Zabelê,-8.079012,-37.105676,1,,
PE,Abreu e Lima,-7.900719,-34.898389,1,,
PE,Afogados da Ingazeira,-7.743121,-37.630991,1,,
PE,Afrânio,-8.511358,-41.009544,1,,
PE,Agrestina,-8.459657,-35.944725,1,,
PE,Água Preta,-8.706095,-35.526311,1,,
PE,Águas Belas,0,0,1,,
PE,Alagoinha,0,0,1,,
PE,Aliança,-7.60398,-35.222696,1,,
PE,Altinho,-8.48482,-36.064408,1,,
PE,Amaraji,-8.376914,-35.450051,1,,
PE,Angelim,-8.884289,-36.290174,1,,
PE,Araçoiaba,-7.783911,-35.080897,1,,
PE,Araripina,-7.570733,-40.494025,1,,
PE,Arcoverde,-8.415192,-37.057748,1,,
PE,Barra de Guabiraba,-8.420751,-35.658544,1,,
PE,Barreiros,0,0,1,,
PE,Belém de Maria,-8.632037,-35.843099,1,,
PE,Belém do São Francisco,0,0,1,,
PE,Belo Jardim,-8.3313,-36.425822,1,,
PE,Betânia,0,0,1,,
PE,Bezerros,0,0,1,,
PE,Bodocó,-7.777592,-39.933797,1,,
PE,Bom Conselho,-9.169191,-36.685683,1,,
PE,Bom Jardim,0,0,1,,
PE,Bonito,0,0,1,,
PE,Brejão,-9.029146,-36.566034,1,,
PE,Brejinho,0,0,1,,
PE,Brejo da Madre de Deus,-8.149333,-36.374142,1,,
PE,Buenos Aires,-7.724488,-35.318197,1,,
PE,Buíque,-8.619539,-37.160564,1,,
PE,Cabo de Santo Agostinho,-8.2838,-35.0322,1,,
PE,Cabrobó,-8.505484,-39.309384,1,,
PE,Cachoeirinha,0,0,1,,
PE,Caetés,-8.780301,-36.626828,1,,
PE,Calçado,-8.731081,-36.336554,1,,
PE,Calumbi,-7.935515,-38.148244,1,,
PE,Camaragibe,-8.0213832,-34.9810768,1,,
PE,Camocim de São Félix,-8.358649,-35.765332,1,,
PE,Camutanga,-7.405449,-35.26636,1,,
PE,Canhotinho,-8.876519,-36.197935,1,,
PE,Capoeiras,-8.734225,-36.630566,1,,
PE,Carnaíba,-7.793421,-37.794584,1,,
PE,Carnaubeira da Penha,-8.317994,-38.751155,1,,
PE,Carpina,-7.84566,-35.251397,1,,
PE,Caruaru,-8.2815,-35.9737,1,,
PE,Casinhas,-7.740839,-35.720635,1,,
PE,Catende,-8.675086,-35.702386,1,,
PE,Cedro,0,0,1,,
PE,Chã de Alegria,-8.006795,-35.204002,1,,
PE,Chã Grande,-8.238271,-35.457148,1,,
PE,Condado,0,0,1,,
PE,Correntes,-9.121174,-36.324435,1,,
PE,Cortês,-8.474434,-35.546789,1,,
PE,Cumaru,-8.008266,-35.695748,1,,
PE,Cupira,-8.624324,-35.951835,1,,
PE,Custódia,-8.08546,-37.64428,1,,
PE,Dormentes,-8.441163,-40.766168,1,,
PE,Escada,0,0,1,,
PE,Exu,-7.50364,-39.723789,1,,
PE,Feira Nova,0,0,1,,
PE,Fernando de Noronha,-3.8659759,-32.4433201,1,,
PE,Ferreiros,-7.446664,-35.237252,1,,
PE,Flores,0,0,1,,
PE,Floresta,0,0,1,,
PE,Frei Miguelinho,-7.939179,-35.911283,1,,
PE,Gameleira,0,0,1,,
PE,Garanhuns,-8.8822,-36.4969,1,,
PE,Glória do Goitá,-8.005675,-35.29044,1,,
PE,Goiana,-7.560603,-34.99591,1,,
PE,Granito,-7.704972,-39.612913,1,,
PE,Gravatá,-8.2026828,-35.5679858,1,,
PE,Iati,-9.045586,-36.849763,1,,
PE,Ibimirim,-8.54026,-37.703214,1,,
PE,Ibirajuba,-8.576331,-36.181151,1,,
PE,Igarassu,-7.82881,-34.901306,1,,
PE,Iguaraci,-7.832221,-37.508199,1,,
PE,Ilha de Itamaracá,-7.747664,-34.830319,1,,
PE,Inajá,0,0,1,,
PE,Ingazeira,-7.669089,-37.457575,1,,
PE,Ipojuca,0,0,1,,
PE,Ipubi,-7.645048,-40.147571,1,,
PE,Itacuruba,0,0,1,,
PE,Itaíba,0,0,1,,
PE,Itambé,0,0,1,,
PE,Itapetim,-7.371777,-37.186266,1,,
PE,Itapissuma,-7.767983,-34.897136,1,,
PE,Itaquitinga,-7.663729,-35.100231,1,,
PE,Jaboatão dos Guararapes,0,0,1,,
PE,Jaqueira,-8.726183,-35.794232,1,,
PE,Jataúba,-7.976684,-36.494292,1,,
PE,Jatobá,0,0,1,,
PE,João Alfredo,-7.865649,-35.578715,1,,
PE,Joaquim Nabuco,-8.62281,-35.528814,1,,
PE,Jucati,-8.701945,-36.487137,1,,
PE,Jupi,-8.709041,-36.412644,1,,
PE,Jurema,0,0,1,,
PE,LAGOA DE ITAENGA,0,0,1,,
PE,Lagoa do Carro,-7.843834,-35.310783,1,,
PE,Lagoa do Ouro,-9.125668,-36.458373,1,,
PE,Lagoa dos Gatos,-8.660205,-35.903976,1,,
PE,Lagoa Grande,0,0,1,,
PE,Lajedo,-8.657914,-36.329336,1,,
PE,Limoeiro,0,0,1,,
PE,Macaparana,-7.555638,-35.44246,1,,
PE,Machados,-7.688274,-35.511376,1,,
PE,Manari,-8.964901,-37.631298,1,,
PE,Maraial,-8.790624,-35.82663,1,,
PE,Mirandiba,-8.121131,-38.738841,1,,
PE,Moreilândia,-7.619314,-39.545999,1,,
PE,Moreno,0,0,1,,
PE,Nazaré da Mata,-7.741491,-35.219297,1,,
PE,Olinda,-8.0014,-34.8465,1,,
PE,Orobó,-7.745535,-35.595568,1,,
PE,Orocó,-8.610258,-39.602631,1,,
PE,Ouricuri,-7.879184,-40.079983,1,,
PE,Palmares,0,0,1,,
PE,Palmeirina,-9.010896,-36.324202,1,,
PE,Panelas,-8.661211,-36.012539,1,,
PE,Paranatama,-8.91875,-36.654905,1,,
PE,Parnamirim,0,0,1,,
PE,Passira,-7.997102,-35.581261,1,,
PE,Paudalho,-7.90287,-35.171639,1,,
PE,Paulista,-7934,-34.8685,1,,
PE,Pedra,-8.496411,-36.939962,1,,
PE,Pesqueira,-8.357974,-36.697783,1,,
PE,Petrolândia,0,0,1,,
PE,Petrolina,-9.3908,-40.4994,1,,
PE,Poção,-8.187258,-36.711137,1,,
PE,Pombos,-8.139816,-35.396732,1,,
PE,Primavera,0,0,1,,
PE,Quipapá,-8.811752,-36.013665,1,,
PE,Quixaba,0,0,1,,
PE,Recife,-8.058107723,-34.89790466,4,,
PE,Riacho das Almas,-8.137417,-35.864796,1,,
PE,Ribeirão,-8.509568,-35.369824,1,,
PE,Rio Formoso,-8.659196,-35.153212,1,,
PE,Sairé,-8.328638,-35.696737,1,,
PE,Salgadinho,0,0,1,,
PE,Salgueiro,-8.073734,-39.12469,1,,
PE,Saloá,-8.972301,-36.691031,1,,
PE,Sanharó,-8.360969,-36.569598,1,,
PE,Santa Cruz,0,0,1,,
PE,Santa Cruz da Baixa Verde,-7.81339,-38.14756,1,,
PE,Santa Cruz do Capibaribe,-7.948019,-36.206092,1,,
PE,Santa Filomena,0,0,1,,
PE,Santa Maria da Boa Vista,-8.797655,-39.824056,1,,
PE,Santa Maria do Cambucá,-7.83676,-35.894138,1,,
PE,Santa Terezinha,0,0,1,,
PE,São Benedito do Sul,-8.816603,-35.945346,1,,
PE,São Bento do Una,-8.52637,-36.446469,1,,
PE,São Caitano,0,0,1,,
PE,São João,0,0,1,,
PE,São Joaquim do Monte,-8.431962,-35.803498,1,,
PE,São José da Coroa Grande,-8.889375,-35.151461,1,,
PE,São José do Belmonte,-7.857235,-38.757689,1,,
PE,São José do Egito,-7.469447,-37.273974,1,,
PE,São Lourenço da Mata,0,0,1,,
PE,São Vicente Ferrer,0,0,1,,
PE,Serra Talhada,-7.981778,-38.289034,1,,
PE,Serrita,-7.940406,-39.295062,1,,
PE,Sertânia,-8.068467,-37.268393,1,,
PE,Sirinhaém,-8.587782,-35.11259,1,,
PE,Solidão,-7.594717,-37.644494,1,,
PE,Surubim,-7.847456,-35.748102,1,,
PE,Tabira,-7.583661,-37.537735,1,,
PE,Tacaimbó,-8.308673,-36.300035,1,,
PE,Tacaratu,-9.097976,-38.150401,1,,
PE,Tamandaré,0,0,1,,
PE,Taquaritinga do Norte,-7.894457,-36.042265,1,,
PE,Terezinha,-9.056208,-36.627236,1,,
PE,Terra Nova,0,0,1,,
PE,Timbaúba,-7.504835,-35.311884,1,,
PE,Toritama,-8.009546,-36.063659,1,,
PE,Tracunhaém,-7.802284,-35.231421,1,,
PE,Trindade,-16.6515453,-49.4932195,1,,
PE,Triunfo,0,0,1,,
PE,Tupanatinga,-8.747984,-37.344532,1,,
PE,Tuparetama,-7.592317,-37.305768,1,,
PE,Venturosa,-8.578855,-36.874187,1,,
PE,Verdejante,-7.922353,-38.970083,1,,
PE,Vertente do Lério,-7.770844,-35.849054,1,,
PE,Vertentes,0,0,1,,
PE,Vicência,-7.656549,-35.31395,1,,
PE,Vitória de Santo Antão,-8.1281909,-35.2976201,1,,
PE,Xexéu,-8.804601,-35.621222,1,,
PI,Acauã,-8.219542,-41.083059,1,,
PI,Agricolândia,-5.796763,-42.666371,1,,
PI,Água Branca,0,0,1,,
PI,Alagoinha do Piauí,-7.000392,-40.92817,1,,
PI,Alegrete do Piauí,-7.241964,-40.856587,1,,
PI,Alto Longá,-5.256341,-42.209582,1,,
PI,Altos,0,0,1,,
PI,Alvorada do Gurguéia,-8.424183,-43.777016,1,,
PI,Amarante,-6.243045,-42.843343,1,,
PI,Angical do Piauí,-6.087864,-42.740047,1,,
PI,Anísio de Abreu,-9.185643,-43.04941,1,,
PI,Antônio Almeida,-7.212759,-44.188929,1,,
PI,Aroazes,-6.110221,-41.78218,1,,
PI,Aroeiras do Itaim,0,0,1,,
PI,Arraial,-6.650753,-42.541809,1,,
PI,Assunção do Piauí,-5.864996,-41.038851,1,,
PI,Avelino Lopes,-10.134487,-43.956305,1,,
PI,Baixa Grande do Ribeiro,-7.849031,-45.218977,1,,
PI,Barra D'Alcântara,0,0,1,,
PI,Barras,-4.244675,-42.292161,1,,
PI,Barreiras do Piauí,-9.929605,-45.470172,1,,
PI,Barro Duro,0,0,1,,
PI,Batalha,0,0,1,,
PI,Bela Vista do Piauí,-7.988091,-41.867522,1,,
PI,Belém do Piauí,-7.366524,-40.968786,1,,
PI,Beneditinos,-5.456758,-42.36382,1,,
PI,Bertolínia,-7.633377,-43.949778,1,,
PI,Betânia do Piauí,-8.143761,-40.79891,1,,
PI,Boa Hora,-4.414041,-42.135748,1,,
PI,Bocaina,0,0,1,,
PI,Bom Jesus,0,0,1,,
PI,Bom Princípio do Piauí,-3.196314,-41.640333,1,,
PI,Bonfim do Piauí,-9.180931,-42.883466,1,,
PI,Boqueirão do Piauí,-4.481806,-42.121232,1,,
PI,Brasileira,-4.133696,-41.785855,1,,
PI,Brejo do Piauí,-8.20314,-42.822917,1,,
PI,Buriti dos Lopes,-3.182592,-41.869481,1,,
PI,Buriti dos Montes,-5.30584,-41.093349,1,,
PI,Cabeceiras do Piauí,-4.4773,-42.306889,1,,
PI,Cajazeiras do Piauí,-6.796667,-42.390278,1,,
PI,Cajueiro da Praia,-2.931114,-41.340801,1,,
PI,Caldeirão Grande do Piauí,-7.331404,-40.6366,1,,
PI,Campinas do Piauí,-7.659299,-41.877487,1,,
PI,Campo Alegre do Fidalgo,-8.382357,-41.834399,1,,
PI,Campo Grande do Piauí,-7.128274,-41.031486,1,,
PI,Campo Largo do Piauí,-3.804411,-42.639991,1,,
PI,Campo Maior,-4.821697,-42.164124,1,,
PI,Canavieira,-7.688215,-43.72333,1,,
PI,Canto do Buriti,-8.111101,-42.951721,1,,
PI,Capitão de Campos,-4.467778,-41.925646,1,,
PI,Capitão Gervásio Oliveira,-8.496548,-41.813973,1,,
PI,Caracol,0,0,1,,
PI,Caraúbas do Piauí,-3.475249,-41.842517,1,,
PI,Caridade do Piauí,-7.734349,-40.984763,1,,
PI,Castelo do Piauí,-5.318693,-41.549865,1,,
PI,Caxingó,-3.419044,-41.895476,1,,
PI,Cocal,-3.472792,-41.554623,1,,
PI,Cocal de Telha,-4.557098,-41.958668,1,,
PI,Cocal dos Alves,-3.620471,-41.440197,1,,
PI,Coivaras,-5.092242,-42.207951,1,,
PI,Colônia do Gurguéia,-8.183697,-43.793999,1,,
PI,Colônia do Piauí,-7.226512,-42.175555,1,,
PI,Conceição do Canindé,-7.876378,-41.594193,1,,
PI,Coronel José Dias,-8.813971,-42.523195,1,,
PI,Corrente,-10.433349,-45.163348,1,,
PI,Cristalândia do Piauí,-10.644311,-45.189262,1,,
PI,Cristino Castro,-8.822731,-44.222972,1,,
PI,Curimatá,-10.032608,-44.3002,1,,
PI,Currais,-9.011755,-44.406194,1,,
PI,Curral Novo do Piauí,-7.831302,-40.895704,1,,
PI,Curralinhos,-5.608252,-42.837602,1,,
PI,Demerval Lobão,-5.3641871,-42.6722281,1,,
PI,Dirceu Arcoverde,-9.339386,-42.434792,1,,
PI,Dom Expedito Lopes,-6.953319,-41.639632,1,,
PI,Dom Inocêncio,-9.005158,-41.969733,1,,
PI,Domingos Mourão,-4.249498,-41.268267,1,,
PI,Elesbão Veloso,-6.199475,-42.135458,1,,
PI,Eliseu Martins,-8.096286,-43.670481,1,,
PI,Esperantina,0,0,1,,
PI,Fartura do Piauí,-9.48342,-42.791176,1,,
PI,Flores do Piauí,-7.787931,-42.918009,1,,
PI,Floresta do Piauí,-7.466821,-41.788328,1,,
PI,Floriano,0,0,1,,
PI,Francinópolis,-6.393341,-42.259062,1,,
PI,Francisco Ayres,-6.626064,-42.688149,1,,
PI,Francisco Macedo,-7.317882,-40.763596,1,,
PI,Francisco Santos,-6.994914,-41.128789,1,,
PI,Fronteiras,-7.081727,-40.614601,1,,
PI,Geminiano,-7.154759,-41.340879,1,,
PI,Gilbués,-9.830941,-45.292353,1,,
PI,Guadalupe,-6.782848,-43.559441,1,,
PI,Guaribas,-9.386465,-43.694341,1,,
PI,Hugo Napoleão,-5.988597,-42.559755,1,,
PI,Ilha Grande,-2.857737,-41.81858,1,,
PI,Inhuma,-6.665001,-41.704127,1,,
PI,Ipiranga do Piauí,-6.824215,-41.738086,1,,
PI,Isaías Coelho,-7.735968,-41.673495,1,,
PI,Itainópolis,-7.443357,-41.468713,1,,
PI,Itaueira,-7.59989,-43.0249,1,,
PI,Jacobina do Piauí,-7.930634,-41.207506,1,,
PI,Jaicós,-7.362286,-41.137126,1,,
PI,Jardim do Mulato,-6.136345,-42.648222,1,,
PI,Jatobá do Piauí,-4.770254,-41.816965,1,,
PI,Jerumenha,-7.09128,-43.503319,1,,
PI,João Costa,-8.50736,-42.426379,1,,
PI,Joaquim Pires,-3.501636,-42.186462,1,,
PI,Joca Marques,-3.480399,-42.425517,1,,
PI,José de Freitas,0,0,1,,
PI,Juazeiro do Piauí,-5.174589,-41.697561,1,,
PI,Júlio Borges,-10.32253,-44.238142,1,,
PI,Jurema,0,0,1,,
PI,Lagoa Alegre,-4.515394,-42.630876,1,,
PI,Lagoa de São Francisco,-4.385053,-41.596883,1,,
PI,Lagoa do Barro do Piauí,-8.476734,-41.5342,1,,
PI,Lagoa do Piauí,-5.418639,-42.643659,1,,
PI,Lagoa do Sítio,-6.507664,-41.565304,1,,
PI,Lagoinha do Piauí,-5.830742,-42.622325,1,,
PI,Landri Sales,-7.259218,-43.936418,1,,
PI,Luís Correia,-2.88438,-41.664142,1,,
PI,Luzilândia,-3.4612904,-42.3703636,1,,
PI,Madeiro,-3.486245,-42.498072,1,,
PI,Manoel Emídio,-8.01234,-43.87549,1,,
PI,Marcolândia,-7.441691,-40.660179,1,,
PI,Marcos Parente,-7.115649,-43.892602,1,,
PI,Massapê do Piauí,-7.474687,-41.110323,1,,
PI,Matias Olímpio,-3.714917,-42.550654,1,,
PI,Miguel Alves,-4.168575,-42.896301,1,,
PI,Miguel Leão,-5.68077,-42.743594,1,,
PI,Milton Brandão,-4.682946,-41.417343,1,,
PI,Monsenhor Gil,-5.561999,-42.607493,1,,
PI,Monsenhor Hipólito,-6.992754,-41.026003,1,,
PI,Monte Alegre do Piauí,-9.753638,-45.303735,1,,
PI,Morro Cabeça no Tempo,-9.718905,-43.907246,1,,
PI,Morro do Chapéu do Piauí,-3.733374,-42.302442,1,,
PI,Murici dos Portelas,-3.314658,-42.078892,1,,
PI,Nazaré do Piauí,-6.970235,-42.677316,1,,
PI,Nazária,-5.348067,-42.813882,1,,
PI,Nossa Senhora de Nazaré,-4.630188,-42.172954,1,,
PI,Nossa Senhora dos Remédios,-3.975744,-42.618408,1,,
PI,Nova Santa Rita,0,0,1,,
PI,Novo Oriente do Piauí,-6.44901,-41.926124,1,,
PI,Novo Santo Antônio,-5.287487,-41.932533,1,,
PI,Oeiras,-7.019153,-42.128298,1,,
PI,Olho D'Água do Piauí,0,0,1,,
PI,Padre Marcos,-7.351011,-40.899665,1,,
PI,Paes Landim,-7.773745,-42.247444,1,,
PI,Pajeú do Piauí,-7.855085,-42.82481,1,,
PI,Palmeira do Piauí,-8.730761,-44.246618,1,,
PI,Palmeirais,-5.970864,-43.056021,1,,
PI,Paquetá,0,0,1,,
PI,Parnaguá,-10.216642,-44.630018,1,,
PI,Parnaíba,-2.9147515,-41.7661953,1,,
PI,Passagem Franca do Piauí,-5.861438,-42.445186,1,,
PI,Patos do Piauí,-7.67231,-41.240817,1,,
PI,Pau D'Arco do Piauí,0,0,1,,
PI,Paulistana,-8.134357,-41.143072,1,,
PI,Pavussu,-7.96059,-43.228438,1,,
PI,Pedro II,-4.425845,-41.448184,1,,
PI,Pedro Laurentino,-8.068068,-42.284744,1,,
PI,Picos,0,0,1,,
PI,Pimenteiras,-6.238391,-41.411273,1,,
PI,Pio IX,-6.830017,-40.608301,1,,
PI,Piracuruca,-3.93335,-41.708779,1,,
PI,Piripiri,-4.2708512,-41.7792619,1,,
PI,Porto,-3.888154,-42.69982,1,,
PI,Porto Alegre do Piauí,-6.964228,-44.183668,1,,
PI,Prata do Piauí,-5.672653,-42.204644,1,,
PI,Queimada Nova,0,0,1,,
PI,Redenção do Gurguéia,-9.479368,-44.581145,1,,
PI,Regeneração,-6.23115,-42.684193,1,,
PI,Riacho Frio,-10.124378,-44.950326,1,,
PI,Ribeira do Piauí,-7.690278,-42.712778,1,,
PI,Ribeiro Gonçalves,-7.556505,-45.244737,1,,
PI,Rio Grande do Piauí,-7.780291,-43.136886,1,,
PI,Santa Cruz do Piauí,-7.178499,-41.760932,1,,
PI,Santa Cruz dos Milagres,-5.805808,-41.950644,1,,
PI,Santa Filomena,0,0,1,,
PI,Santa Luz,-8.948795,-44.129567,1,,
PI,Santa Rosa do Piauí,-6.79581,-42.281375,1,,
PI,Santana do Piauí,-6.946961,-41.517767,1,,
PI,Santo Antônio de Lisboa,0,0,1,,
PI,Santo Antônio dos Milagres,-6.046473,-42.712322,1,,
PI,Santo Inácio do Piauí,-7.42072,-41.906252,1,,
PI,São Braz do Piauí,-9.057967,-43.007646,1,,
PI,São Félix do Piauí,-5.934853,-42.117179,1,,
PI,São Francisco de Assis do Piauí,-8.239207,-41.681028,1,,
PI,São Francisco do Piauí,-7.246299,-42.54101,1,,
PI,São Gonçalo do Gurguéia,-10.03195,-45.309219,1,,
PI,São Gonçalo do Piauí,-5.993934,-42.709537,1,,
PI,São João da Canabrava,-6.812029,-41.341483,1,,
PI,São João da Fronteira,-3.954975,-41.256921,1,,
PI,São João da Serra,0,0,1,,
PI,São João da Varjota,-6.940817,-41.888912,1,,
PI,São João do Arraial,-3.818597,-42.44586,1,,
PI,São João do Piauí,-8.354661,-42.255898,1,,
PI,São José do Divino,0,0,1,,
PI,São José do Peixe,-7.485535,-42.567162,1,,
PI,São José do Piauí,-6.87194,-41.47311,1,,
PI,São Julião,-7.083906,-40.824638,1,,
PI,São Lourenço do Piauí,-9.164633,-42.549552,1,,
PI,São Luis do Piauí,-6.819363,-41.317454,1,,
PI,São Miguel da Baixa Grande,-5.856457,-42.193423,1,,
PI,São Miguel do Fidalgo,-7.597133,-42.367591,1,,
PI,São Miguel do Tapuio,-5.497291,-41.316451,1,,
PI,São Pedro do Piauí,-5.92078,-42.719211,1,,
PI,São Raimundo Nonato,-9.0119939,-42.6961384,1,,
PI,Sebastião Barros,-10.816978,-44.833718,1,,
PI,Sebastião Leal,-7.57027,-44.034302,1,,
PI,Sigefredo Pacheco,-4.916647,-41.731123,1,,
PI,Simões,0,0,1,,
PI,Simplício Mendes,0,0,1,,
PI,Socorro do Piauí,-7.86773,-42.492179,1,,
PI,Sussuapara,-7.036868,-41.376699,1,,
PI,Tamboril do Piauí,-8.409369,-42.921107,1,,
PI,Tanque do Piauí,-6.59603,-42.278627,1,,
PI,Teresina,-5.089640283,-42.809588,4,,
PI,União,0,0,1,,
PI,Uruçuí,-7.239439,-44.557683,1,,
PI,Valença do Piauí,-6.403013,-41.737498,1,,
PI,Várzea Branca,-9.238003,-42.969221,1,,
PI,Várzea Grande,0,0,1,,
PI,Vera Mendes,-7.597481,-41.467336,1,,
PI,Vila Nova do Piauí,-7.132718,-40.934514,1,,
PI,Wall Ferraz,-7.231511,-41.905037,1,,
PR,Abatiá,-23.304863,-50.313281,1,,
PR,Adrianópolis,0,0,1,,
PR,Agudos do Sul,-25.9899,-49.334293,1,,
PR,Almirante Tamandaré,0,0,1,,
PR,Altamira do Paraná,-24.798293,-52.712829,1,,
PR,Alto Paraíso,0,0,1,,
PR,Alto Paraná,-23.131247,-52.318893,1,,
PR,Alto Piquiri,-24.0225251,-53.4404442,1,,
PR,Altônia,-23.875916,-53.895809,1,,
PR,Alvorada do Sul,-22.781282,-51.229709,1,,
PR,Amaporã,-23.094272,-52.786597,1,,
PR,Ampére,-25.916791,-53.46864,1,,
PR,Anahy,-24.644865,-53.133235,1,,
PR,Andirá,-23.053267,-50.230359,1,,
PR,Ângulo,-23.194609,-51.915356,1,,
PR,Antonina,-25.4298854,-48.7125431,1,,
PR,Antônio Olinto,-25.98038,-50.197183,1,,
PR,Apucarana,-23.549961,-51.463486,1,,
PR,Arapongas,-23.415296,-51.42592,1,,
PR,Arapoti,-24.154798,-49.828453,1,,
PR,Arapuã,-24.313181,-51.785637,1,,
PR,Araruna,0,0,1,,
PR,Araucária,-25.5859389,-49.4047481,1,,
PR,Ariranha do Ivaí,-24.385708,-51.583935,1,,
PR,Assaí,-23.369679,-50.845925,1,,
PR,Assis Chateaubriand,-24.416826,-53.521327,1,,
PR,Astorga,-23.231827,-51.666777,1,,
PR,Atalaia,0,0,1,,
PR,Balsa Nova,-25.58037,-49.629079,1,,
PR,Bandeirantes,0,0,1,,
PR,Barbosa Ferraz,-24.033382,-52.003963,1,,
PR,Barra do Jacaré,-23.116041,-50.184162,1,,
PR,Barracão,-27.673862,-51.45855,1,,
PR,Bela Vista da Caroba,-25.884179,-53.672505,1,,
PR,Bela Vista do Paraíso,-22.993653,-51.192657,1,,
PR,Bituruna,-26.161281,-51.5533319,1,,
PR,Boa Esperança,0,0,1,,
PR,Boa Esperança do Iguaçu,-25.632435,-53.210818,1,,
PR,Boa Ventura de São Roque,-24.921083,-51.64929,1,,
PR,Boa Vista da Aparecida,-25.430755,-53.411694,1,,
